Year,Week,Division,Cases
2025,40,Chattogram Division (Out of CC),76
2025,40,Dhaka Division (Out of CC),117
2025,40,DNCC,101
2025,40,DSCC,107
2025,40,Khulna Division (Out of CC),null
2025,40,Mymensingh Division (Out of CC),17
2025,40,Rajshahi Division (Out of CC),57
2025,40,Rangpur Division (Out of CC),47
2025,40,Sylhet Division (Out of CC),6
2025,40,Barishal Division (Out of CC),158
2025,40,Chattogram Division (Out of CC),106
2025,40,Dhaka Division (Out of CC),126
2025,40,DNCC,94
2025,40,DSCC,73
2025,40,Khulna Division (Out of CC),41
2025,40,Mymensingh Division (Out of CC),30
2025,40,Rajshahi Division (Out of CC),35
2025,40,Rangpur Division (Out of CC),5
2025,40,Sylhet Division (Out of CC),null
2025,40,Barishal Division (Out of CC),157
2025,40,Chattogram Division (Out of CC),78
2025,40,Dhaka Division (Out of CC),101
2025,40,DNCC,123
2025,40,DSCC,84
2025,40,Khulna Division (Out of CC),33
2025,40,Mymensingh Division (Out of CC),null
2025,40,Rajshahi Division (Out of CC),56
2025,40,Rangpur Division (Out of CC),null
2025,40,Sylhet Division (Out of CC),null
2025,40,Barishal Division (Out of CC),43
2025,40,Chattogram Division (Out of CC),74
2025,40,Dhaka Division (Out of CC),null
2025,40,DNCC,40
2025,40,DSCC,39
2025,40,Khulna Division (Out of CC),null
2025,40,Mymensingh Division (Out of CC),23
2025,40,Rajshahi Division (Out of CC),null
2025,40,Rangpur Division (Out of CC),null
2025,40,Sylhet Division (Out of CC),null
2025,40,Barishal Division (Out of CC),115
2025,40,Chattogram Division (Out of CC),90
2025,40,Dhaka Division (Out of CC),111
2025,40,DNCC,80
2025,40,DSCC,95
2025,40,Khulna Division (Out of CC),null
2025,40,Mymensingh Division (Out of CC),15
2025,40,Rajshahi Division (Out of CC),8
2025,40,Rangpur Division (Out of CC),null
2025,40,Sylhet Division (Out of CC),null
2025,41,Barishal Division (Out of CC),166
2025,41,Chattogram Division (Out of CC),91
2025,41,Dhaka Division (Out of CC),164
2025,41,DNCC,97
2025,41,DSCC,112
2025,41,Khulna Division (Out of CC),101
2025,41,Mymensingh Division (Out of CC),37
2025,41,Rajshahi Division (Out of CC),54
2025,41,Rangpur Division (Out of CC),17
2025,41,Sylhet Division (Out of CC),6
2025,41,Barishal Division (Out of CC),116
2025,41,Chattogram Division (Out of CC),98
2025,41,Dhaka Division (Out of CC),156
2025,41,DNCC,121
2025,41,DSCC,95
2025,41,Khulna Division (Out of CC),39
2025,41,Mymensingh Division (Out of CC),35
2025,41,Rajshahi Division (Out of CC),57
2025,41,Rangpur Division (Out of CC),14
2025,41,Sylhet Division (Out of CC),4
2025,41,Barishal Division (Out of CC),137
2025,41,Chattogram Division (Out of CC),70
2025,41,Dhaka Division (Out of CC),79
2025,41,DNCC,101
2025,41,DSCC,113
2025,41,Khulna Division (Out of CC),null
2025,41,Mymensingh Division (Out of CC),28
2025,41,Rajshahi Division (Out of CC),25
2025,41,Rangpur Division (Out of CC),null
2025,41,Sylhet Division (Out of CC),3
2025,31,Barishal Division (Out of CC),49
2025,31,Chattogram Division (Out of CC),17
2025,31,Dhaka Division (Out of CC),25
2025,31,DNCC,14
2025,31,DSCC,13
2025,31,Khulna Division (Out of CC),10
2025,31,Rajshahi Division (Out of CC),10
2025,31,Mymensingh Division (Out of CC),null
2025,31,Rangpur Division (Out of CC),null
2025,31,Sylhet Division (Out of CC),null
2025,31,Barishal Division (Out of CC),83
2025,31,Chattogram Division (Out of CC),31
2025,31,Dhaka Division (Out of CC),48
2025,31,DNCC,18
2025,31,DSCC,19
2025,31,Khulna Division (Out of CC),2
2025,31,Mymensingh Division (Out of CC),8
2025,31,Rajshahi Division (Out of CC),null
2025,31,Rangpur Division (Out of CC),null
2025,31,Sylhet Division (Out of CC),null
2025,31,Barishal Division (Out of CC),111
2025,31,Chattogram Division (Out of CC),51
2025,31,Dhaka Division (Out of CC),54
2025,31,DNCC,64
2025,31,DSCC,59
2025,31,Mymensingh Division (Out of CC),3
2025,31,Khulna Division (Out of CC),null
2025,31,Rajshahi Division (Out of CC),null
2025,31,Rangpur Division (Out of CC),null
2025,31,Sylhet Division (Out of CC),null
2025,32,Barishal Division (Out of CC),58
2025,32,Chattogram Division (Out of CC),61
2025,32,Dhaka Division (Out of CC),69
2025,32,DNCC,34
2025,32,DSCC,50
2025,32,Khulna Division (Out of CC),56
2025,32,Mymensingh Division (Out of CC),6
2025,32,Rajshahi Division (Out of CC),48
2025,32,Rangpur Division (Out of CC),9
2025,32,Sylhet Division (Out of CC),4
2025,32,Barishal Division (Out of CC),72
2025,32,Chattogram Division (Out of CC),49
2025,32,Dhaka Division (Out of CC),58
2025,32,DNCC,27
2025,32,DSCC,62
2025,32,Khulna Division (Out of CC),36
2025,32,Mymensingh Division (Out of CC),11
2025,32,Rangpur Division (Out of CC),4
2025,32,Rajshahi Division (Out of CC),null
2025,32,Sylhet Division (Out of CC),null
2025,32,Barishal Division (Out of CC),104
2025,32,Chattogram Division (Out of CC),39
2025,32,Dhaka Division (Out of CC),74
2025,32,DNCC,51
2025,32,DSCC,62
2025,32,Khulna Division (Out of CC),30
2025,32,Mymensingh Division (Out of CC),14
2025,32,Rajshahi Division (Out of CC),50
2025,32,Rangpur Division (Out of CC),4
2025,32,Sylhet Division (Out of CC),null
2025,32,Barishal Division (Out of CC),73
2025,32,Chattogram Division (Out of CC),58
2025,32,Dhaka Division (Out of CC),59
2025,32,DNCC,37
2025,32,DSCC,57
2025,32,Khulna Division (Out of CC),37
2025,32,Mymensingh Division (Out of CC),25
2025,32,Rajshahi Division (Out of CC),52
2025,32,Rangpur Division (Out of CC),7
2025,32,Sylhet Division (Out of CC),3
2025,32,Barishal Division (Out of CC),40
2025,32,Chattogram Division (Out of CC),50
2025,32,Dhaka Division (Out of CC),27
2025,32,DNCC,21
2025,32,DSCC,42
2025,32,Khulna Division (Out of CC),7
2025,32,Mymensingh Division (Out of CC),3
2025,32,Rajshahi Division (Out of CC),null
2025,32,Rangpur Division (Out of CC),null
2025,32,Sylhet Division (Out of CC),null
2025,32,Barishal Division (Out of CC),66
2025,32,Chattogram Division (Out of CC),54
2025,32,Dhaka Division (Out of CC),49
2025,32,DNCC,33
2025,32,DSCC,62
2025,32,Khulna Division (Out of CC),14
2025,32,Mymensingh Division (Out of CC),6
2025,32,Rajshahi Division (Out of CC),41
2025,32,Rangpur Division (Out of CC),null
2025,32,Sylhet Division (Out of CC),null
2025,33,Barishal Division (Out of CC),95
2025,33,Chattogram Division (Out of CC),81
2025,33,Dhaka Division (Out of CC),84
2025,33,DNCC,34
2025,33,DSCC,46
2025,33,Khulna Division (Out of CC),57
2025,33,Mymensingh Division (Out of CC),8
2025,33,Rajshahi Division (Out of CC),34
2025,33,Rangpur Division (Out of CC),7
2025,33,Sylhet Division (Out of CC),2
2025,33,Barishal Division (Out of CC),62
2025,33,Chattogram Division (Out of CC),67
2025,33,Dhaka Division (Out of CC),78
2025,33,DNCC,39
2025,33,DSCC,93
2025,33,Khulna Division (Out of CC),32
2025,33,Mymensingh Division (Out of CC),8
2025,33,Rajshahi Division (Out of CC),53
2025,33,Sylhet Division (Out of CC),2
2025,33,Rangpur Division (Out of CC),null
2025,33,Barishal Division (Out of CC),75
2025,33,Chattogram Division (Out of CC),64
2025,33,Dhaka Division (Out of CC),37
2025,33,DNCC,37
2025,33,DSCC,81
2025,33,Khulna Division (Out of CC),16
2025,33,Mymensingh Division (Out of CC),7
2025,33,Rajshahi Division (Out of CC),57
2025,33,Rangpur Division (Out of CC),5
2025,33,Sylhet Division (Out of CC),3
2025,33,Barishal Division (Out of CC),70
2025,33,Chattogram Division (Out of CC),38
2025,33,Dhaka Division (Out of CC),49
2025,33,DNCC,41
2025,33,DSCC,48
2025,33,Khulna Division (Out of CC),29
2025,33,Mymensingh Division (Out of CC),12
2025,33,Rajshahi Division (Out of CC),34
2025,33,Rangpur Division (Out of CC),4
2025,33,Sylhet Division (Out of CC),null
2025,33,Barishal Division (Out of CC),65
2025,33,Chattogram Division (Out of CC),25
2025,33,Dhaka Division (Out of CC),32
2025,33,DNCC,38
2025,33,DSCC,51
2025,33,Khulna Division (Out of CC),14
2025,33,Mymensingh Division (Out of CC),6
2025,33,Rajshahi Division (Out of CC),16
2025,33,Rangpur Division (Out of CC),5
2025,33,Sylhet Division (Out of CC),null
2025,33,Barishal Division (Out of CC),32
2025,33,Chattogram Division (Out of CC),17
2025,33,Dhaka Division (Out of CC),20
2025,33,DNCC,14
2025,33,DSCC,24
2025,33,Khulna Division (Out of CC),14
2025,33,Mymensingh Division (Out of CC),4
2025,33,Rajshahi Division (Out of CC),9
2025,33,Rangpur Division (Out of CC),null
2025,33,Sylhet Division (Out of CC),null
2025,33,Barishal Division (Out of CC),35
2025,33,Chattogram Division (Out of CC),38
2025,33,Dhaka Division (Out of CC),55
2025,33,DNCC,24
2025,33,DSCC,31
2025,33,Khulna Division (Out of CC),12
2025,33,Mymensingh Division (Out of CC),5
2025,33,Rajshahi Division (Out of CC),1
2025,33,Sylhet Division (Out of CC),1
2025,33,Rangpur Division (Out of CC),null
2025,34,Barishal Division (Out of CC),83
2025,34,Chattogram Division (Out of CC),60
2025,34,Dhaka Division (Out of CC),60
2025,34,DNCC,74
2025,34,DSCC,57
2025,34,Khulna Division (Out of CC),47
2025,34,Mymensingh Division (Out of CC),8
2025,34,Rajshahi Division (Out of CC),66
2025,34,Rangpur Division (Out of CC),5
2025,34,Sylhet Division (Out of CC),6
2025,34,Barishal Division (Out of CC),67
2025,34,Chattogram Division (Out of CC),70
2025,34,Dhaka Division (Out of CC),66
2025,34,DNCC,31
2025,34,DSCC,74
2025,34,Khulna Division (Out of CC),25
2025,34,Mymensingh Division (Out of CC),7
2025,34,Rajshahi Division (Out of CC),34
2025,34,Rangpur Division (Out of CC),4
2025,34,Sylhet Division (Out of CC),2
2025,34,Barishal Division (Out of CC),46
2025,34,Chattogram Division (Out of CC),55
2025,34,Dhaka Division (Out of CC),49
2025,34,DNCC,67
2025,34,DSCC,71
2025,34,Khulna Division (Out of CC),26
2025,34,Mymensingh Division (Out of CC),15
2025,34,Rajshahi Division (Out of CC),26
2025,34,Sylhet Division (Out of CC),2
2025,34,Rangpur Division (Out of CC),null
2025,34,Barishal Division (Out of CC),60
2025,34,Chattogram Division (Out of CC),68
2025,34,Dhaka Division (Out of CC),60
2025,34,DNCC,46
2025,34,DSCC,71
2025,34,Khulna Division (Out of CC),20
2025,34,Mymensingh Division (Out of CC),4
2025,34,Rajshahi Division (Out of CC),20
2025,34,Sylhet Division (Out of CC),7
2025,34,Rangpur Division (Out of CC),null
2025,34,Barishal Division (Out of CC),82
2025,34,Chattogram Division (Out of CC),37
2025,34,Dhaka Division (Out of CC),42
2025,34,DNCC,51
2025,34,DSCC,61
2025,34,Khulna Division (Out of CC),15
2025,34,Mymensingh Division (Out of CC),2
2025,34,Rajshahi Division (Out of CC),21
2025,34,Rangpur Division (Out of CC),null
2025,34,Sylhet Division (Out of CC),null
2025,34,Barishal Division (Out of CC),29
2025,34,Chattogram Division (Out of CC),23
2025,34,Dhaka Division (Out of CC),25
2025,34,DNCC,18
2025,34,DSCC,23
2025,34,Khulna Division (Out of CC),10
2025,34,Mymensingh Division (Out of CC),4
2025,34,Rajshahi Division (Out of CC),14
2025,34,Rangpur Division (Out of CC),27
2025,34,Sylhet Division (Out of CC),null
2025,34,Barishal Division (Out of CC),56
2025,34,Chattogram Division (Out of CC),57
2025,34,Dhaka Division (Out of CC),31
2025,34,DNCC,32
2025,34,DSCC,68
2025,34,Mymensingh Division (Out of CC),3
2025,34,Khulna Division (Out of CC),null
2025,34,Rajshahi Division (Out of CC),null
2025,34,Rangpur Division (Out of CC),null
2025,34,Sylhet Division (Out of CC),null
2025,35,Barishal Division (Out of CC),72
2025,35,Chattogram Division (Out of CC),79
2025,35,Dhaka Division (Out of CC),54
2025,35,DNCC,57
2025,35,DSCC,63
2025,35,Khulna Division (Out of CC),46
2025,35,Mymensingh Division (Out of CC),12
2025,35,Rajshahi Division (Out of CC),42
2025,35,Rangpur Division (Out of CC),3
2025,35,Sylhet Division (Out of CC),2
2025,35,Barishal Division (Out of CC),102
2025,35,Chattogram Division (Out of CC),77
2025,35,Dhaka Division (Out of CC),51
2025,35,DNCC,69
2025,35,DSCC,53
2025,35,Khulna Division (Out of CC),26
2025,35,Mymensingh Division (Out of CC),4
2025,35,Rajshahi Division (Out of CC),30
2025,35,Rangpur Division (Out of CC),null
2025,35,Sylhet Division (Out of CC),null
2025,35,Barishal Division (Out of CC),94
2025,35,Chattogram Division (Out of CC),87
2025,35,Dhaka Division (Out of CC),90
2025,35,DNCC,74
2025,35,DSCC,74
2025,35,Khulna Division (Out of CC),34
2025,35,Mymensingh Division (Out of CC),11
2025,35,Rangpur Division (Out of CC),6
2025,35,Rajshahi Division (Out of CC),null
2025,35,Sylhet Division (Out of CC),null
2025,35,Barishal Division (Out of CC),120
2025,35,Chattogram Division (Out of CC),73
2025,35,Dhaka Division (Out of CC),67
2025,35,DNCC,37
2025,35,DSCC,64
2025,35,Khulna Division (Out of CC),26
2025,35,Mymensingh Division (Out of CC),7
2025,35,Rajshahi Division (Out of CC),31
2025,35,Rangpur Division (Out of CC),5
2025,35,Sylhet Division (Out of CC),null
2025,35,Barishal Division (Out of CC),86
2025,35,Chattogram Division (Out of CC),70
2025,35,Dhaka Division (Out of CC),68
2025,35,DNCC,52
2025,35,DSCC,90
2025,35,Mymensingh Division (Out of CC),30
2025,35,Rajshahi Division (Out of CC),31
2025,35,Sylhet Division (Out of CC),5
2025,35,Khulna Division (Out of CC),null
2025,35,Rangpur Division (Out of CC),null
2025,35,Barishal Division (Out of CC),39
2025,35,Chattogram Division (Out of CC),39
2025,35,Dhaka Division (Out of CC),16
2025,35,DNCC,27
2025,35,DSCC,44
2025,35,Khulna Division (Out of CC),null
2025,35,Mymensingh Division (Out of CC),null
2025,35,Rajshahi Division (Out of CC),null
2025,35,Rangpur Division (Out of CC),null
2025,35,Sylhet Division (Out of CC),null
2025,35,Barishal Division (Out of CC),54
2025,35,Chattogram Division (Out of CC),79
2025,35,Dhaka Division (Out of CC),108
2025,35,DNCC,29
2025,35,DSCC,67
2025,35,Mymensingh Division (Out of CC),3
2025,35,Rajshahi Division (Out of CC),27
2025,35,Khulna Division (Out of CC),null
2025,35,Rangpur Division (Out of CC),null
2025,35,Sylhet Division (Out of CC),null
2025,36,Barishal Division (Out of CC),110
2025,36,Chattogram Division (Out of CC),93
2025,36,Dhaka Division (Out of CC),114
2025,36,DNCC,67
2025,36,DSCC,82
2025,36,Khulna Division (Out of CC),42
2025,36,Mymensingh Division (Out of CC),16
2025,36,Rajshahi Division (Out of CC),39
2025,36,Sylhet Division (Out of CC),3
2025,36,Rangpur Division (Out of CC),null
2025,27,Barishal Division (Out of CC),163
2025,27,Chattogram Division (Out of CC),19
2025,27,Dhaka Division (Out of CC),73
2025,27,DNCC,30
2025,27,DSCC,38
2025,27,Khulna Division (Out of CC),16
2025,27,Mymensingh Division (Out of CC),8
2025,27,Rajshahi Division (Out of CC),39
2025,27,Rangpur Division (Out of CC),null
2025,27,Sylhet Division (Out of CC),null
2025,27,Barishal Division (Out of CC),165
2025,27,Chattogram Division (Out of CC),23
2025,27,Dhaka Division (Out of CC),55
2025,27,DNCC,29
2025,27,DSCC,65
2025,27,Khulna Division (Out of CC),18
2025,27,Mymensingh Division (Out of CC),10
2025,27,Rajshahi Division (Out of CC),51
2025,27,Rangpur Division (Out of CC),null
2025,27,Sylhet Division (Out of CC),null
2025,27,Barishal Division (Out of CC),150
2025,27,Chattogram Division (Out of CC),32
2025,27,Dhaka Division (Out of CC),45
2025,27,DNCC,39
2025,27,DSCC,39
2025,27,Khulna Division (Out of CC),14
2025,27,Mymensingh Division (Out of CC),5
2025,27,Rajshahi Division (Out of CC),29
2025,27,Rangpur Division (Out of CC),3
2025,27,Sylhet Division (Out of CC),2
2025,27,Barishal Division (Out of CC),101
2025,27,Chattogram Division (Out of CC),9
2025,27,Dhaka Division (Out of CC),22
2025,27,DNCC,19
2025,27,DSCC,38
2025,27,Khulna Division (Out of CC),null
2025,27,Mymensingh Division (Out of CC),5
2025,27,Rajshahi Division (Out of CC),10
2025,27,Rangpur Division (Out of CC),null
2025,27,Sylhet Division (Out of CC),null
2025,27,Barishal Division (Out of CC),126
2025,27,Chattogram Division (Out of CC),27
2025,27,Dhaka Division (Out of CC),23
2025,27,DNCC,31
2025,27,DSCC,48
2025,27,Khulna Division (Out of CC),null
2025,27,Mymensingh Division (Out of CC),null
2025,27,Rajshahi Division (Out of CC),39
2025,27,Rangpur Division (Out of CC),null
2025,27,Sylhet Division (Out of CC),null
2025,28,Barishal Division (Out of CC),127
2025,28,Chattogram Division (Out of CC),70
2025,28,Dhaka Division (Out of CC),52
2025,28,DNCC,26
2025,28,DSCC,22
2025,28,Khulna Division (Out of CC),13
2025,28,Mymensingh Division (Out of CC),7
2025,28,Rajshahi Division (Out of CC),null
2025,28,Rangpur Division (Out of CC),null
2025,28,Sylhet Division (Out of CC),null
2025,28,Barishal Division (Out of CC),154
2025,28,Chattogram Division (Out of CC),51
2025,28,Dhaka Division (Out of CC),69
2025,28,DNCC,36
2025,28,DSCC,53
2025,28,Khulna Division (Out of CC),54
2025,28,Mymensingh Division (Out of CC),10
2025,28,Rajshahi Division (Out of CC),61
2025,28,Rangpur Division (Out of CC),3
2025,28,Sylhet Division (Out of CC),1
2025,28,Barishal Division (Out of CC),120
2025,28,Chattogram Division (Out of CC),98
2025,28,Dhaka Division (Out of CC),36
2025,28,DNCC,38
2025,28,DSCC,55
2025,28,Khulna Division (Out of CC),18
2025,28,Mymensingh Division (Out of CC),11
2025,28,Rajshahi Division (Out of CC),48
2025,28,Rangpur Division (Out of CC),null
2025,28,Sylhet Division (Out of CC),1
2025,28,Barishal Division (Out of CC),98
2025,28,Chattogram Division (Out of CC),78
2025,28,Dhaka Division (Out of CC),64
2025,28,DNCC,36
2025,28,DSCC,53
2025,28,Khulna Division (Out of CC),35
2025,28,Mymensingh Division (Out of CC),4
2025,28,Rajshahi Division (Out of CC),31
2025,28,Rangpur Division (Out of CC),5
2025,28,Sylhet Division (Out of CC),2
2025,28,Barishal Division (Out of CC),101
2025,28,Chattogram Division (Out of CC),58
2025,28,Dhaka Division (Out of CC),41
2025,28,DNCC,26
2025,28,DSCC,50
2025,28,Khulna Division (Out of CC),28
2025,28,Mymensingh Division (Out of CC),5
2025,28,Rajshahi Division (Out of CC),27
2025,28,Rangpur Division (Out of CC),null
2025,28,Sylhet Division (Out of CC),1
2025,28,Barishal Division (Out of CC),60
2025,28,Chattogram Division (Out of CC),28
2025,28,Dhaka Division (Out of CC),19
2025,28,DNCC,1
2025,28,DSCC,24
2025,28,Khulna Division (Out of CC),3
2025,28,Mymensingh Division (Out of CC),null
2025,28,Rajshahi Division (Out of CC),3
2025,28,Rangpur Division (Out of CC),null
2025,28,Sylhet Division (Out of CC),null
2025,28,Barishal Division (Out of CC),128
2025,28,Chattogram Division (Out of CC),41
2025,28,Dhaka Division (Out of CC),39
2025,28,DNCC,20
2025,28,DSCC,63
2025,28,Khulna Division (Out of CC),30
2025,28,Mymensingh Division (Out of CC),11
2025,28,Rajshahi Division (Out of CC),57
2025,28,Rangpur Division (Out of CC),2
2025,28,Sylhet Division (Out of CC),null
2025,29,Barishal Division (Out of CC),116
2025,29,Chattogram Division (Out of CC),79
2025,29,Dhaka Division (Out of CC),60
2025,29,DNCC,25
2025,29,DSCC,57
2025,29,Khulna Division (Out of CC),26
2025,29,Mymensingh Division (Out of CC),9
2025,29,Rajshahi Division (Out of CC),45
2025,29,Rangpur Division (Out of CC),3
2025,29,Sylhet Division (Out of CC),null
2025,29,Barishal Division (Out of CC),86
2025,29,Chattogram Division (Out of CC),54
2025,29,Dhaka Division (Out of CC),48
2025,29,DNCC,27
2025,29,DSCC,44
2025,29,Khulna Division (Out of CC),27
2025,29,Mymensingh Division (Out of CC),3
2025,29,Rajshahi Division (Out of CC),38
2025,29,Rangpur Division (Out of CC),3
2025,29,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),121
2025,30,Chattogram Division (Out of CC),33
2025,30,Dhaka Division (Out of CC),67
2025,30,DNCC,28
2025,30,DSCC,39
2025,30,Khulna Division (Out of CC),26
2025,30,Mymensingh Division (Out of CC),3
2025,30,Rajshahi Division (Out of CC),55
2025,30,Rangpur Division (Out of CC),3
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),110
2025,30,Chattogram Division (Out of CC),31
2025,30,Dhaka Division (Out of CC),9
2025,30,DNCC,27
2025,30,DSCC,47
2025,30,Khulna Division (Out of CC),27
2025,30,Mymensingh Division (Out of CC),10
2025,30,Rajshahi Division (Out of CC),57
2025,30,Rangpur Division (Out of CC),2
2025,30,Sylhet Division (Out of CC),1
2025,30,Barishal Division (Out of CC),116
2025,30,Chattogram Division (Out of CC),42
2025,30,Dhaka Division (Out of CC),61
2025,30,DNCC,37
2025,30,DSCC,39
2025,30,Khulna Division (Out of CC),18
2025,30,Mymensingh Division (Out of CC),8
2025,30,Rajshahi Division (Out of CC),53
2025,30,Rangpur Division (Out of CC),null
2025,30,Sylhet Division (Out of CC),1
2025,30,Barishal Division (Out of CC),10
2025,30,Chattogram Division (Out of CC),43
2025,30,Dhaka Division (Out of CC),31
2025,30,DNCC,10
2025,30,DSCC,19
2025,30,Khulna Division (Out of CC),null
2025,30,Mymensingh Division (Out of CC),1
2025,30,Rajshahi Division (Out of CC),null
2025,30,Rangpur Division (Out of CC),null
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),161
2025,30,Chattogram Division (Out of CC),38
2025,30,Dhaka Division (Out of CC),58
2025,30,DNCC,24
2025,30,DSCC,41
2025,30,Khulna Division (Out of CC),8
2025,30,Mymensingh Division (Out of CC),6
2025,30,Rajshahi Division (Out of CC),58
2025,30,Rangpur Division (Out of CC),null
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),133
2025,30,Chattogram Division (Out of CC),78
2025,30,Dhaka Division (Out of CC),24
2025,30,DNCC,18
2025,30,DSCC,56
2025,30,Khulna Division (Out of CC),55
2025,30,Mymensingh Division (Out of CC),11
2025,30,Rajshahi Division (Out of CC),48
2025,30,Rangpur Division (Out of CC),6
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),70
2025,30,Chattogram Division (Out of CC),56
2025,30,Dhaka Division (Out of CC),61
2025,30,DNCC,16
2025,30,DSCC,78
2025,30,Khulna Division (Out of CC),34
2025,30,Mymensingh Division (Out of CC),3
2025,30,Rajshahi Division (Out of CC),46
2025,30,Rangpur Division (Out of CC),null
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),127
2025,30,Chattogram Division (Out of CC),51
2025,30,Dhaka Division (Out of CC),68
2025,30,DNCC,40
2025,30,DSCC,81
2025,30,Khulna Division (Out of CC),33
2025,30,Mymensingh Division (Out of CC),8
2025,30,Rajshahi Division (Out of CC),29
2025,30,Rangpur Division (Out of CC),5
2025,30,Sylhet Division (Out of CC),2
2025,30,Barishal Division (Out of CC),89
2025,30,Chattogram Division (Out of CC),38
2025,30,Dhaka Division (Out of CC),59
2025,30,DNCC,29
2025,30,DSCC,61
2025,30,Khulna Division (Out of CC),null
2025,30,Mymensingh Division (Out of CC),9
2025,30,Rajshahi Division (Out of CC),30
2025,30,Rangpur Division (Out of CC),4
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),66
2025,30,Chattogram Division (Out of CC),45
2025,30,Dhaka Division (Out of CC),44
2025,30,DNCC,24
2025,30,DSCC,30
2025,30,Khulna Division (Out of CC),25
2025,30,Mymensingh Division (Out of CC),3
2025,30,Rajshahi Division (Out of CC),39
2025,30,Rangpur Division (Out of CC),4
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),60
2025,30,Chattogram Division (Out of CC),19
2025,30,Dhaka Division (Out of CC),19
2025,30,DNCC,11
2025,30,DSCC,29
2025,30,Khulna Division (Out of CC),10
2025,30,Mymensingh Division (Out of CC),null
2025,30,Rajshahi Division (Out of CC),16
2025,30,Rangpur Division (Out of CC),null
2025,30,Sylhet Division (Out of CC),null
2025,30,Barishal Division (Out of CC),132
2025,30,Chattogram Division (Out of CC),30
2025,30,Dhaka Division (Out of CC),73
2025,30,DNCC,28
2025,30,DSCC,47
2025,30,Khulna Division (Out of CC),18
2025,30,Mymensingh Division (Out of CC),3
2025,30,Rajshahi Division (Out of CC),null
2025,30,Rangpur Division (Out of CC),null
2025,30,Sylhet Division (Out of CC),null
2025,31,Barishal Division (Out of CC),74
2025,31,Chattogram Division (Out of CC),72
2025,31,Dhaka Division (Out of CC),67
2025,31,DNCC,32
2025,31,DSCC,54
2025,31,Khulna Division (Out of CC),28
2025,31,Mymensingh Division (Out of CC),11
2025,31,Rajshahi Division (Out of CC),51
2025,31,Rangpur Division (Out of CC),16
2025,31,Sylhet Division (Out of CC),4
2025,31,Barishal Division (Out of CC),108
2025,31,Chattogram Division (Out of CC),81
2025,31,Dhaka Division (Out of CC),48
2025,31,DNCC,34
2025,31,DSCC,48
2025,31,Khulna Division (Out of CC),34
2025,31,Mymensingh Division (Out of CC),null
2025,31,Rajshahi Division (Out of CC),31
2025,31,Rangpur Division (Out of CC),10
2025,31,Sylhet Division (Out of CC),null
2025,31,Barishal Division (Out of CC),101
2025,31,Chattogram Division (Out of CC),64
2025,31,Dhaka Division (Out of CC),52
2025,31,DNCC,46
2025,31,DSCC,60
2025,31,Khulna Division (Out of CC),26
2025,31,Mymensingh Division (Out of CC),1
2025,31,Rajshahi Division (Out of CC),38
2025,31,Rangpur Division (Out of CC),5
2025,31,Sylhet Division (Out of CC),null
2025,31,Barishal Division (Out of CC),106
2025,31,Chattogram Division (Out of CC),64
2025,31,Dhaka Division (Out of CC),62
2025,31,DNCC,29
2025,31,DSCC,49
2025,31,Khulna Division (Out of CC),23
2025,31,Mymensingh Division (Out of CC),5
2025,31,Rajshahi Division (Out of CC),45
2025,31,Rangpur Division (Out of CC),3
2025,31,Sylhet Division (Out of CC),null
2025,31,Barishal Division (Out of CC),72
2025,31,Chattogram Division (Out of CC),35
2025,31,Dhaka Division (Out of CC),46
2025,31,DNCC,28
2025,31,DSCC,35
2025,31,Khulna Division (Out of CC),18
2025,31,Mymensingh Division (Out of CC),4
2025,31,Rajshahi Division (Out of CC),35
2025,31,Rangpur Division (Out of CC),5
2025,31,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),89
2025,23,Chattogram Division (Out of CC),20
2025,23,Dhaka Division (Out of CC),10
2025,23,DNCC,3
2025,23,DSCC,13
2025,23,Khulna Division (Out of CC),2
2025,23,Mymensingh Division (Out of CC),null
2025,23,Rajshahi Division (Out of CC),9
2025,23,Rangpur Division (Out of CC),1
2025,23,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),58
2025,23,Chattogram Division (Out of CC),16
2025,23,Dhaka Division (Out of CC),null
2025,23,DNCC,4
2025,23,DSCC,13
2025,23,Khulna Division (Out of CC),null
2025,23,Mymensingh Division (Out of CC),1
2025,23,Rajshahi Division (Out of CC),2
2025,23,Rangpur Division (Out of CC),null
2025,23,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),73
2025,23,Chattogram Division (Out of CC),3
2025,23,Dhaka Division (Out of CC),14
2025,23,DNCC,6
2025,23,DSCC,12
2025,23,Khulna Division (Out of CC),2
2025,23,Mymensingh Division (Out of CC),1
2025,23,Rajshahi Division (Out of CC),3
2025,23,Rangpur Division (Out of CC),null
